Key,State code,State name,District code,District name, Year, Purpose,Co-operative Number,Co-operative Capacity Mton,Public Number,Public Capacity Mton,Private Number,Private Capacity Mton,Total Number,Total Capacity Mton,
17320099,9,Punjab,173,Faridkot,2009,Potato,.,.,.,.,7,12160,7,12160,
17420099,9,Punjab,174,Bhatinda,2009,Multipurpose,.,.,.,.,6,24832,6,24832,
17420099,9,Punjab,174,Bhatinda,2009,Potato,.,.,.,.,23,73240,23,73240,
17520099,9,Punjab,175,Sangrur ,2009,Multipurpose,.,.,.,.,2,6800,2,6800,
17520099,9,Punjab,175,Sangrur ,2009,Potato,.,.,.,.,12,135000,12,135000,
17620099,9,Punjab,176,Patiala,2009,Multipurpose,.,.,.,.,7,22148,7,22148,
17620099,9,Punjab,176,Patiala,2009,Potato,1,5000,.,.,.,.,1,5000,
17620099,9,Punjab,176,Rajpura,2009,Multipurpose,.,.,.,.,1,3383,1,3383,
54520099,9,Punjab,545,Mansa,2009,Multipurpose,.,.,.,.,1,2400,1,2400,
54620099,9,Punjab,546,Fatehgarhsahab,2009,Multipurpose,.,.,.,.,1,2800,1,2800,
101820099,9,Punjab,1018,Muktsar,2009,Potato,.,.,.,.,5,13300,5,13300,
101920099,9,Punjab,1019,Moga,2009,Multipurpose,.,.,.,.,3,7840,3,7840,
101920099,9,Punjab,1019,Moga,2009,Potato,.,.,.,.,20,73760,20,73760,
139200910,10,Rajasthan,139,Ajmer,2009,Milk & Milk Products,1,334,.,.,.,.,1,334,
139200910,10,Rajasthan,139,Ajmer,2009,"Potato Flower Egg, Jaggery Multipurpose",.,.,.,.,1,3000,1,3000,
140200910,10,Rajasthan,140,Alwar,2009,Milk & Milk Products,1,314,.,.,.,.,1,314,
140200910,10,Rajasthan,140,Alwar,2009,Multipurpose,.,.,.,.,2,4334,2,4334,
142200910,10,Rajasthan,142,Barmer,2009,Multipurpose,.,.,.,.,1,2025,1,2025,
143200910,10,Rajasthan,143,Bharatpur,2009,Potato,.,.,.,.,12,45827,12,45827,
143200910,10,Rajasthan,143,Bharatpur,2009,Potatoes,.,.,.,.,1,2708,1,2708,
143200910,10,Rajasthan,143,Bharatpur,2009,(Blank),.,.,.,.,.,.,0,0,
145200910,10,Rajasthan,145,Bikaner,2009,Milk & Milk Products,2,635,.,.,.,.,2,635,
145200910,10,Rajasthan,145,Bikaner,2009,Multipurpose,.,.,.,.,6,10768,6,10768,
146200910,10,Rajasthan,146,Bundi,2009,Potatoes,.,.,.,.,1,3423,1,3423,
150200910,10,Rajasthan,150,Sriganganagar,2009,Multipurpose,.,.,.,.,4,4814,4,4814,
150200910,10,Rajasthan,150,Sriganganagar,2009,Potatoes,.,.,.,.,1,1077,1,1077,
151200910,10,Rajasthan,151,Jaipur,2009,Milk & Milk Products,1,266,.,.,.,.,1,266,
151200910,10,Rajasthan,151,Jaipur,2009,Multipurose,.,.,.,.,1,3232,1,3232,
151200910,10,Rajasthan,151,Jaipur,2009,Multipurpose,.,.,.,.,25,116329,25,116329,
151200910,10,Rajasthan,151,Jaipur,2009,Others (Hotel),.,.,.,.,4,104,4,104,
151200910,10,Rajasthan,151,Jaipur,2009,Potato,.,.,.,.,1,4000,1,4000,
151200910,10,Rajasthan,151,Jaipur,2009,Potatoes,1,1861,.,.,.,.,1,1861,
154200910,10,Rajasthan,154,Jhalawar,2009,Milk & Milk Products,1,204,.,.,.,.,1,204,
154200910,10,Rajasthan,154,Jhalawar,2009,Multipurpose,.,.,.,.,12,23640,12,23640,
157200910,10,Rajasthan,157,Kota,2009,Milk & Milk Products,1,114,.,.,.,.,1,114,
157200910,10,Rajasthan,157,Kota,2009,Multipurpose,.,.,.,.,4,13000,4,13000,
157200910,10,Rajasthan,157,Kota,2009,(Blank),.,.,.,.,.,.,0,0,
159200910,10,Rajasthan,159,Pali,2009,Multipurpose,.,.,.,.,2,6000,2,6000,
164200910,10,Rajasthan,164,Udaipur,2009,Milk & Milk Products,1,104,1,14,.,.,2,118,
164200910,10,Rajasthan,164,Udaipur,2009,Multipurpose,.,.,.,.,2,8352,2,8352,
519200910,10,Rajasthan,519,Dholpur,2009,Multipurpose,.,.,.,.,1,4505,1,4505,
83200911,11,Tamil Nadu,83,Kancheepuram,2009,Fruits And Vegetables,.,.,.,.,1,2500,1,2500,
83200911,11,Tamil Nadu,83,Kancheepuram,2009,Marine Products,.,.,1,100,20,4970,21,5070,
83200911,11,Tamil Nadu,83,Kancheepuram,2009,Multipurpose,.,.,.,.,2,6225,2,6225,
84200911,11,Tamil Nadu,84,Cuddalore,2009,Marine Products,.,.,.,.,2,125,2,125,
85200911,11,Tamil Nadu,85,Vellore,2009,Multipurpose,.,.,.,.,1,1000,1,1000,
86200911,11,Tamil Nadu,86,Salem,2009,Ice Creams,.,.,.,.,1,100,1,100,
86200911,11,Tamil Nadu,86,Salem,2009,Milk Products,1,543,.,.,.,.,1,543,
86200911,11,Tamil Nadu,86,Salem,2009,Multipurpose,.,.,.,.,5,14300,5,14300,
87200911,11,Tamil Nadu,87,Coimbatore,2009,Ice Creams,.,.,.,.,2,80,2,80,
87200911,11,Tamil Nadu,87,Coimbatore,2009,Milk Products,1,280,.,.,.,.,1,280,
87200911,11,Tamil Nadu,87,Coimbatore,2009,Multipurpose,.,.,.,.,12,41150,12,41150,
88200911,11,Tamil Nadu,88,Trichy,2009,Multipurpose,.,.,.,.,2,9400,2,9400,
90200911,11,Tamil Nadu,90,Madurai,2009,Milk Products,1,735,.,.,.,.,1,735,
90200911,11,Tamil Nadu,90,Madurai,2009,Multipurpose,.,.,.,.,10,25233,10,25233,
91200911,11,Tamil Nadu,91,Ramnathapuram,2009,Marine Products,.,.,.,.,4,1000,4,1000,
91200911,11,Tamil Nadu,91,Ramnathapuram,2009,Milk Products,1,40,.,.,.,.,1,40,
92200911,11,Tamil Nadu,92,Tirunelveli,2009,Milk Products,1,130,.,.,.,.,1,130,
93200911,11,Tamil Nadu,93,Nilgiris,2009,Milk Products,1,470,.,.,.,.,1,470,
94200911,11,Tamil Nadu,94,Kanyakumari,2009,Marine Products,.,.,.,.,2,125,2,125,
506200911,11,Tamil Nadu,506,Dharmapuri,2009,Milk Products,1,490,.,.,.,.,1,490,
506200911,11,Tamil Nadu,506,Dharmapuri,2009,Multipurpose,.,.,.,.,7,19850,7,19850,
507200911,11,Tamil Nadu,507,Erode,2009,Milk Products,1,602,.,.,1,50,2,652,
507200911,11,Tamil Nadu,507,Erode,2009,Multipurpose,.,.,.,.,1,5200,1,5200,
508200911,11,Tamil Nadu,508,Puthukottai,2009,Multipurpose,.,.,.,.,1,2500,1,2500,
509200911,11,Tamil Nadu,509,Dindigul,2009,Milk Products,1,38,.,.,.,.,1,38,
509200911,11,Tamil Nadu,509,Dindigul,2009,Multipurpose,.,.,.,.,3,7200,3,7200,
510200911,11,Tamil Nadu,510,Virudhnagar,2009,Multipurpose,.,.,.,.,1,2320,1,2320,
513200911,11,Tamil Nadu,513,Tuticorin,2009,Fruits & Vegetable,.,.,.,.,1,5150,1,5150,
513200911,11,Tamil Nadu,513,Tuticorin,2009,Marine Products,.,.,.,.,12,2625,12,2625,
513200911,11,Tamil Nadu,513,Tuticorin,2009,Multipurpose,.,.,.,.,1,10000,1,10000,
999200911,11,Tamil Nadu,999,Chennai,2009,Dry Fruits,.,.,.,.,1,25,1,25,
999200911,11,Tamil Nadu,999,Chennai,2009,"Fish, Meat",.,.,.,.,1,25,1,25,
999200911,11,Tamil Nadu,999,Chennai,2009,"Fish,Meat",.,.,.,.,1,40,1,40,
999200911,11,Tamil Nadu,999,Chennai,2009,Ice Creams,.,.,.,.,1,50,1,50,
999200911,11,Tamil Nadu,999,Chennai,2009,Marine Products,.,.,1,50,5,1000,6,1050,
999200911,11,Tamil Nadu,999,Chennai,2009,Multipurpose,1,3000,2,4012,2,2102,5,9114,
1024200911,11,Tamil Nadu,1024,Perumballur,2009,Multipurpose,.,.,.,.,1,3500,1,3500,
1025200911,11,Tamil Nadu,1025,Theni,2009,Multipurpose,.,.,.,.,2,7000,2,7000,
1027200911,11,Tamil Nadu,1027,Thiruvallur,2009,Ice Creams,.,.,.,.,2,245,2,245,
1027200911,11,Tamil Nadu,1027,Thiruvallur,2009,Marine Products,.,.,.,.,2,255,2,255,
1027200911,11,Tamil Nadu,1027,Thiruvallur,2009,Milk Products,3,1134,.,.,.,.,3,1134,
1027200911,11,Tamil Nadu,1027,Thiruvallur,2009,Multipurpose,.,.,.,.,8,34760,8,34760,
1027200911,11,Tamil Nadu,1027,Thiruvallur,2009,Mutipurpose,.,.,.,.,1,5500,1,5500,
801200913,13,West Bengal,801,24 - Parganas (South),2009,Marine Pdts,.,.,.,.,1,300,1,300,
801200913,13,West Bengal,801,25 - Parganas (South),2009,Multipurpose,.,.,.,.,1,30,1,30,
801200913,13,West Bengal,801,26 - Parganas (South),2009,Multipurpose,.,.,.,.,1,75,1,75,
801200913,13,West Bengal,801,27 - Parganas (South),2009,Multipurpose,.,.,.,.,1,4851,1,4851,
802200913,13,West Bengal,802,24 - Parganas (North),2009,Marine Pdts,.,.,.,.,1,150,1,150,
802200913,13,West Bengal,802,25 - Parganas (North),2009,Multipurpose,1,4000,.,.,.,.,1,4000,
802200913,13,West Bengal,802,26 - Parganas (North),2009,Multipurpose,1,4986,.,.,.,.,1,4986,
802200913,13,West Bengal,802,27 - Parganas (North),2009,Marine Pdts,.,.,.,.,1,90,1,90,
802200913,13,West Bengal,802,28 - Parganas (North),2009,Marine Pdts,.,.,.,.,1,150,1,150,
802200913,13,West Bengal,802,29 - Parganas (North),2009,Multipurpose,.,.,.,.,1,57,1,57,
802200913,13,West Bengal,802,30 - Parganas (North),2009,Multipurpose,1,10245,.,.,.,.,1,10245,
803200913,13,West Bengal,803,Nadia,2009,Potato,1,4000,.,.,.,.,1,4000,
804200913,13,West Bengal,804,Murshidabad,2009,Multipurpose,1,75,.,.,1,4000,2,4075,
804200913,13,West Bengal,804,Murshidabad,2009,Potato,3,18000,.,.,5,24008,8,42008,
805200913,13,West Bengal,805,Burdwan,2009,Multipurpose,1,75,.,.,5,12897,6,12972,
805200913,13,West Bengal,805,Burdwan,2009,Potato,14,107471,.,.,65,803681,79,911152,
806200913,13,West Bengal,806,Birbhum,2009,Potato,2,11000,.,.,10,82245,12,93245,
807200913,13,West Bengal,807,Bankura,2009,Potato,4,28024,.,.,25,359039,29,387063,
810200913,13,West Bengal,810,Hoogly,2009,Multi Purpose,.,.,.,.,1,4699,1,4699,
810200913,13,West Bengal,810,Hoogly,2009,Multipurpose,.,.,.,.,1,4000,1,4000,
810200913,13,West Bengal,810,Hoogly,2009,Potato,12,83996,.,.,112,1393029,124,1477025,
811200913,13,West Bengal,811,Howrah,2009,Multipurpose,.,.,.,.,2,7010,2,7010,
811200913,13,West Bengal,811,Howrah,2009,Potato,.,.,.,.,4,45720,4,45720,
812200913,13,West Bengal,812,Jalpaiguri,2009,Multipurpose,.,.,.,.,3,30744,3,30744,
812200913,13,West Bengal,812,Jalpaiguri,2009,Potato,2,15000,.,.,3,50500,5,65500,
813200913,13,West Bengal,813,Darjeeling,2009,Potato,.,.,.,.,1,530,1,530,
814200913,13,West Bengal,814,Maldah,2009,Multipurpose,1,75,.,.,1,3500,2,3575,
814200913,13,West Bengal,814,Maldah,2009,Potato,1,10000,.,.,.,.,1,10000,
816200913,13,West Bengal,816,Coochbehar,2009,Potato,2,15000,.,.,3,34889,5,49889,
819200913,13,West Bengal,819,Dinajpur (North),2009,Potato,.,.,.,.,1,14000,1,14000,
820200913,13,West Bengal,820,Dinajpur (South),2009,Potato,1,10000,.,.,.,.,1,10000,
821200913,13,West Bengal,821,Kolkata,2009,Marine Pdts,.,.,.,.,19,2545,19,2545,
821200913,13,West Bengal,821,Kolkata,2009,Multipurpose,.,.,.,.,18,12568,18,12568,
823200913,13,West Bengal,823,Midnapore (East),2009,Potato,.,.,.,.,1,9900,1,9900,
824200913,13,West Bengal,824,Midnapore (West),2009,Multipurpose,.,.,.,.,2,12650,2,12650,
824200913,13,West Bengal,824,Midnapore (West),2009,Potato,2,14000,.,.,46,828574,48,842574,
1200914,14,Chhattisgarh,1,Durg,2009,Dairy Products,.,.,1,41,.,.,1,41,
1200914,14,Chhattisgarh,1,Durg,2009,Multipurpose,.,.,.,.,2,5271,2,5271,
1200914,14,Chhattisgarh,1,Durg,2009,Multipurpose ,.,.,.,.,1,206,1,206,
1200914,14,Chhattisgarh,1,Durg,2009,Potatoes ,.,.,.,.,1,2575,1,2575,
2200914,14,Chhattisgarh,2,Bastar,2009,Multipurpose,.,.,.,.,8,70492,8,70492,
2200914,14,Chhattisgarh,2,Bastar,2009,Multipurpose ,.,.,.,.,5,36795,5,36795,
3200914,14,Chhattisgarh,3,Raipur,2009,Dairy Products ,.,.,.,.,1,30,1,30,
3200914,14,Chhattisgarh,3,Raipur,2009,Multipurpose,.,.,.,.,13,88305,13,88305,
3200914,14,Chhattisgarh,3,Raipur,2009,Potatoes,.,.,.,.,5,20610,5,20610,
3200914,14,Chhattisgarh,3,Raipur,2009,Potatoes ,.,.,.,.,1,5000,1,5000,
4200914,14,Chhattisgarh,4,Bilaspur,2009,Dairy Products,1,29,.,.,.,.,1,29,
4200914,14,Chhattisgarh,4,Bilaspur,2009,Multipurpose,.,.,.,.,4,7921,4,7921,
4200914,14,Chhattisgarh,4,Bilaspur,2009,Multipurpose ,.,.,.,.,3,4490,3,4490,
4200914,14,Chhattisgarh,4,Bilaspur,2009,Potatoes ,.,.,.,.,1,804,1,804,
6200914,14,Chhattisgarh,6,Surguja,2009,Multipurpose,.,.,.,.,1,1546,1,1546,
6200914,14,Chhattisgarh,6,Surguja,2009,Potatoes,.,.,.,.,1,2753,1,2753,
501200914,14,Chhattisgarh,501,Rajnandgaon,2009,Multipurpose,.,.,.,.,1,969,1,969,
910200915,15,Jharkhand,910,Dumka,2009,Potato,1,4000,.,.,.,.,1,4000,
913200915,15,Jharkhand,913,Hazaribagh,2009,Multipurpose,1,3165,.,.,4,14482,5,17647,
913200915,15,Jharkhand,913,Hazaribagh,2009,Potato,1,2000,.,.,2,5500,3,7500,
914200915,15,Jharkhand,914,Dhanbad,2009,Multipurpose,.,.,.,.,1,3150,1,3150,
916200915,15,Jharkhand,916,Ranchi,2009,Multipurpose,2,6250,.,.,8,22078,10,28328,
941200915,15,Jharkhand,941,Lohardaga,2009,Multipurpose,1,4000,.,.,.,.,1,4000,
943200915,15,Jharkhand,943,East Singbhum,2009,Multipurpose,1,4000,.,.,1,1000,2,5000,
953200915,15,Jharkhand,953,Bokaro,2009,Potato,1,4000,.,.,1,7000,2,11000,
605200917,17,Assam,605,Kamrup,2009,Multipurpose,.,.,3,1100,9,20856,12,21956,
608200917,17,Assam,608,North Cachar Hil,2009,Multipurpose,.,.,.,.,2,10000,2,10000,
609200917,17,Assam,609,Nogaon,2009,Multipurpose,1,3000,.,.,2,8500,3,11500,
615200917,17,Assam,615,Barpeta,2009,Multipurpose,1,3000,.,.,.,.,1,3000,
616200917,17,Assam,616,Dhubri,2009,Multipurpose,.,.,2,120,1,2000,3,2120,
617200917,17,Assam,617,Golaghat,2009,Multipurpose,.,.,.,.,1,3600,1,3600,
619200917,17,Assam,619,Karimganj,2009,Multipurpose,1,2400,.,.,1,5000,2,7400,
621200917,17,Assam,621,Nalbari,2009,Multipurpose,1,4000,.,.,.,.,1,4000,
622200917,17,Assam,622,Sonitpur,2009,Multipurpose,.,.,.,.,1,4000,1,4000,
1049200917,17,Assam,1049,Halaikundi,2009,Multipurpose,.,.,.,.,2,10000,2,10000,
1051200917,17,Assam,1051,Tinsukia,2009,Multipurpose,.,.,.,.,2,9200,2,9200,
631200918,18,Himachal Pradesh,631,Kulu,2009,Fruit & Vegetables,.,.,1,1259,.,.,1,1259,
631200918,18,Himachal Pradesh,631,Kulu,2009,Multipurpose,.,.,.,.,1,272,1,272,
633200918,18,Himachal Pradesh,633,Solan,2009,Fruit& Vegetables,.,.,1,748,.,.,1,748,
633200918,18,Himachal Pradesh,633,Solan,2009,Multipurpose,1,689,.,.,1,1263,2,1952,
634200918,18,Himachal Pradesh,634, Mandi ,2009,Milk & Milk Products,.,.,1,95,.,.,1,95,
635200918,18,Himachal Pradesh,635,Shimla,2009,Fruit & Vegetables,.,.,3,2793,.,.,3,2793,
635200918,18,Himachal Pradesh,635,Shimla,2009,Fruit & Vegetables Apples,.,.,1,1300,.,.,1,1300,
635200918,18,Himachal Pradesh,635,Shimla,2009,"Multipurpose Potatoes, Fruits",.,.,.,.,1,330,1,330,
637200918,18,Himachal Pradesh,637,Una,2009,Fish,1,78,.,.,.,.,1,78,
637200918,18,Himachal Pradesh,637,Una,2009,Potato,.,.,.,.,1,2500,1,2500,
637200918,18,Himachal Pradesh,637,Una,2009,Potatoes,.,.,.,.,4,5048,4,5048,
651200919,19,Kerala,651,Alleppey,2009,Marine Product,.,.,.,.,7,4265,7,4265,
651200919,19,Kerala,651,Alleppy,2009,Marine Product,.,.,.,.,37,9314,37,9314,
651200919,19,Kerala,651,Alleppy,2009,Milk Products,1,50,.,.,.,.,1,50,
652200919,19,Kerala,652,Kannur,2009,Milk Products,1,30,.,.,.,.,1,30,
653200919,19,Kerala,653,Ernakulam,2009,Ice-Cream,.,.,.,.,1,10,1,10,
653200919,19,Kerala,653,Ernakulam,2009,Marine Product,.,.,2,1025,84,17230,86,18255,
653200919,19,Kerala,653,Ernakulam,2009,Meat,.,.,1,125,.,.,1,125,
653200919,19,Kerala,653,Ernakulam,2009,Meat Products,.,.,.,.,1,100,1,100,
653200919,19,Kerala,653,Ernakulam,2009,"Meat,Fish",.,.,.,.,1,70,1,70,
653200919,19,Kerala,653,Ernakulam,2009,Milk Products,2,850,.,.,.,.,2,850,
653200919,19,Kerala,653,Ernakulam,2009,Multipurpose,.,.,.,.,2,4850,2,4850,
654200919,19,Kerala,654,Idukki,2009,Multipurpose,.,.,1,50,.,.,1,50,
655200919,19,Kerala,655,Kottayam,2009,Marine Product,.,.,1,20,.,.,1,20,
656200919,19,Kerala,656,Calicut,2009,Marine Product,.,.,.,.,3,1069,3,1069,
658200919,19,Kerala,658,Palakkad,2009,Milk Products,1,50,.,.,.,.,1,50,
658200919,19,Kerala,658,Palakkad,2009,Multipurpose,.,.,.,.,1,3000,1,3000,
658200919,19,Kerala,658,Palghat,2009,Multipurpose,.,.,1,50,.,.,1,50,
659200919,19,Kerala,659,Kollam,2009,Marine Product,.,.,.,.,20,4050,20,4050,
660200919,19,Kerala,660,Trichur,2009,Marine Product,.,.,2,95,1,150,3,245,
660200919,19,Kerala,660,Trichur,2009,Milk Products,1,100,.,.,.,.,1,100,
661200919,19,Kerala,661,Trivandrum,2009,Marine Product,.,.,1,75,3,520,4,595,
661200919,19,Kerala,661,Trivandrum,2009,Multipurpose,.,.,1,150,.,.,1,150,
,,,,,,,,,,,,,,,
